"ENSEMBL_ID"	"Gene_Symbol"	"Gene_Length"	"CS52new.ISO_4"	"CS52old.ISO_4a"	"CS52old.ISO_4b"
"ENSG00000253184"	"AC011586.1"	458	0	0	0
"ENSG00000264092"	"RN7SL474P"	301	0	0	0
"ENSG00000078579"	"FGF20"	1688	45	0	2
"ENSG00000155970"	"MICU3"	4606	144	222	324
"ENSG00000249258"	"AC079193.2"	2292	13	9	12
"ENSG00000244113"	"AC079193.1"	588	0	0	0
"ENSG00000104219"	"ZDHHC2"	6735	1238	474	644
"ENSG00000198791"	"CNOT7"	10943	2302	1969	2066
"ENSG00000155975"	"VPS37A"	6784	1049	1238	1413
"ENSG00000003987"	"MTMR7"	5692	3	1	1
"ENSG00000214607"	"ADAM24P"	2101	0	0	0
"ENSG00000003989"	"SLC7A2"	7905	255	1942	3273
"ENSG00000279271"	"AP006248.2"	592	0	0	0
"ENSG00000280453"	"AP006248.5"	421	0	1	0
"ENSG00000279903"	"AP006248.3"	594	0	1	1
"ENSG00000279932"	"AP006248.4"	688	0	1	2
"ENSG00000104213"	"PDGFRL"	2409	82	128	244
"ENSG00000277466"	"AP006248.1"	67	0	0	0
"ENSG00000129422"	"MTUS1"	12010	2574	105	1361
"ENSG00000265520"	"MIR548V"	80	1	0	3
"ENSG00000253168"	"AC124069.1"	735	0	0	0
"ENSG00000212280"	"RNA5SP256"	113	0	0	0
"ENSG00000253944"	"AC027117.2"	510	0	0	0
"ENSG00000253671"	"AC027117.1"	2066	14	0	13
"ENSG00000104760"	"FGL1"	3301	659	0	233
"ENSG00000253215"	"AC087273.1"	529	0	0	0
"ENSG00000254054"	"AC087273.2"	634	17	0	29
"ENSG00000078674"	"PCM1"	14445	6918	4076	5910
"ENSG00000104763"	"ASAH1"	15378	68638	5503	10948
"ENSG00000245281"	"AC124242.1"	2013	14	5	12
"ENSG00000253384"	"AC124242.2"	1119	1	1	1
"ENSG00000171428"	"NAT1"	3168	180	44	76
"ENSG00000254015"	"MTND4LP26"	282	0	0	0
"ENSG00000253937"	"NATP"	878	0	0	0
"ENSG00000244593"	"AC025062.1"	644	0	0	1
"ENSG00000271654"	"AC025062.2"	670	0	0	0
"ENSG00000285624"	"AC025062.3"	344	4	0	0
"ENSG00000156006"	"NAT2"	1322	3	15	29
"ENSG00000156011"	"PSD3"	15213	369	1692	2536
"ENSG00000187229"	"AC100800.1"	2054	0	1	0
"ENSG00000244018"	"RPL35P6"	372	0	2	3
"ENSG00000283402"	"AC087821.2"	450	0	0	0
"ENSG00000278886"	"AC087821.1"	567	0	0	1
"ENSG00000201157"	"RF00091"	154	0	0	0
"ENSG00000253335"	"AC009884.1"	545	1	0	0
"ENSG00000270255"	"AC009884.2"	324	0	0	0
"ENSG00000253557"	"AC100849.1"	1460	7	0	0
"ENSG00000254242"	"AC100849.2"	519	0	0	0
"ENSG00000250316"	"AC068880.1"	2297	0	0	0
"ENSG00000254201"	"AC068880.3"	179	0	0	0
"ENSG00000253280"	"AC068880.2"	362	0	0	0
"ENSG00000279919"	"AC068880.5"	290	0	0	0
"ENSG00000104611"	"SH2D4A"	4148	9	91	88
"ENSG00000279858"	"AC068880.4"	495	0	3	2
"ENSG00000147408"	"CSGALNACT1"	6580	7	799	1372
"ENSG00000253270"	"AC090541.1"	467	0	0	0
"ENSG00000104613"	"INTS10"	6869	1470	2058	2438
"ENSG00000175445"	"LPL"	4383	2475	10	1081
"ENSG00000253775"	"AC100802.1"	1963	1	0	0
"ENSG00000242709"	"RPL30P9"	330	0	0	0
"ENSG00000036565"	"SLC18A1"	3910	13	0	0
"ENSG00000147416"	"ATP6V1B2"	7816	15559	1885	3850
"ENSG00000222267"	"RNU6-892P"	99	13	1	3
"ENSG00000061337"	"LZTS1"	5706	25	415	283
"ENSG00000253733"	"LZTS1-AS1"	892	0	0	0
"ENSG00000274467"	"RNA5SP257"	116	0	0	0
"ENSG00000253164"	"AC023403.1"	983	0	0	0
"ENSG00000253178"	"AC022559.1"	205	0	0	0
"ENSG00000253300"	"AC018541.1"	1153	0	0	0
"ENSG00000253866"	"TMEM97P2"	403	0	0	0
"ENSG00000254260"	"AC015468.4"	568	1	0	1
"ENSG00000254092"	"AC015468.3"	417	0	0	1
"ENSG00000253147"	"AC015468.1"	1050	13	1	0
"ENSG00000254026"	"AC015468.2"	550	2	0	0
"ENSG00000253199"	"LINC02153"	2059	0	0	0
"ENSG00000254040"	"AC103719.1"	581	116	0	0
"ENSG00000280215"	"AC021613.1"	111	0	0	0
"ENSG00000254334"	"AC021355.1"	1882	0	0	0
"ENSG00000168546"	"GFRA2"	5716	5	41	279
"ENSG00000273484"	"OR6R2P"	300	0	0	0
"ENSG00000147443"	"DOK2"	2211	67	0	119
"ENSG00000130227"	"XPO7"	6909	1984	2453	2817
"ENSG00000158806"	"NPM2"	2063	187	2	24
"ENSG00000158815"	"FGF17"	3287	14	0	1
"ENSG00000158856"	"DMTN"	4473	2	1	4
"ENSG00000158863"	"FAM160B2"	8278	402	955	1118
"ENSG00000275074"	"NUDT18"	1756	153	42	90
"ENSG00000168453"	"HR"	8784	0	0	0
"ENSG00000168476"	"REEP4"	2266	318	88	173
"ENSG00000168481"	"LGI3"	4514	0	2	3
"ENSG00000168484"	"SFTPC"	3188	0	0	0
"ENSG00000168487"	"BMP1"	7471	73	2453	2289
"ENSG00000177725"	"AC105206.1"	2373	1	8	7
"ENSG00000285881"	"AC105206.3"	1235	0	0	0
"ENSG00000168490"	"PHYHIP"	4170	1	6	13
"ENSG00000208037"	"MIR320A"	82	1	2	1
"ENSG00000168495"	"POLR3D"	5611	382	1918	2389
"ENSG00000254064"	"AC105206.2"	515	0	0	1
"ENSG00000197181"	"PIWIL2"	5751	4	74	92
"ENSG00000104635"	"SLC39A14"	6942	478	4214	3847
"ENSG00000241026"	"AC105910.1"	483	0	0	0
"ENSG00000201761"	"RNU6-336P"	107	0	0	0
"ENSG00000120910"	"PPP3CC"	2899	259	685	567
"ENSG00000254272"	"AC087854.1"	414	0	1	1
"ENSG00000251034"	"AC037459.2"	4076	9	3	23
"ENSG00000120896"	"SORBS3"	6097	548	1181	1458
"ENSG00000254230"	"AC037459.4"	585	1	9	8
"ENSG00000120913"	"PDLIM2"	12388	81	339	329
"ENSG00000248235"	"AC037459.1"	1198	0	0	0
"ENSG00000241852"	"C8orf58"	3317	167	381	211
"ENSG00000158941"	"CCAR2"	6534	1373	1283	1275
"ENSG00000253200"	"AC037459.3"	2750	54	36	50
"ENSG00000147439"	"BIN3"	5080	446	141	206
"ENSG00000261026"	"AC105046.1"	4997	6	10	0
"ENSG00000179388"	"EGR3"	4855	375	307	79
"ENSG00000253125"	"AC055854.1"	2191	0	0	0
"ENSG00000134020"	"PEBP4"	1329	31	2	9
"ENSG00000248738"	"AC037441.1"	4023	0	0	0
"ENSG00000253142"	"AC037441.2"	898	1	0	0
"ENSG00000240116"	"RN7SL303P"	251	0	0	0
"ENSG00000245025"	"AC107959.1"	2268	19	11	4
"ENSG00000008853"	"RHOBTB2"	6580	3403	358	541
"ENSG00000120889"	"TNFRSF10B"	5158	1611	7005	4852
"ENSG00000246130"	"AC107959.2"	2636	1	6	4
"ENSG00000253616"	"AC107959.3"	881	0	0	1
"ENSG00000284948"	"AC107959.4"	1242	2	0	0
"ENSG00000284956"	"AC107959.5"	581	0	0	0
"ENSG00000173535"	"TNFRSF10C"	1868	13	9	25
"ENSG00000173530"	"TNFRSF10D"	3538	419	2139	1112
"ENSG00000253930"	"TNFRSF10A-AS1"	637	0	0	0
"ENSG00000104689"	"TNFRSF10A"	2951	10	20	22
"ENSG00000243265"	"RPL23AP55"	452	0	0	1
"ENSG00000246582"	"AC100861.1"	2445	0	0	3
"ENSG00000250714"	"AC100861.2"	1125	0	0	0
"ENSG00000147457"	"CHMP7"	4698	667	536	590
"ENSG00000104679"	"R3HCC1"	2630	321	144	278
"ENSG00000134013"	"LOXL2"	5707	103	7802	4163
"ENSG00000253837"	"AC090197.1"	4798	18	57	48
"ENSG00000197217"	"ENTPD4"	7064	1874	4367	5110
"ENSG00000253390"	"AC104561.1"	630	1	1	1
"ENSG00000253483"	"AC104561.2"	519	0	0	0
"ENSG00000253986"	"AC104561.3"	715	0	0	1
"ENSG00000147454"	"SLC25A37"	8147	901	3153	3538
"ENSG00000252067"	"RNU4-71P"	113	0	0	0
"ENSG00000253488"	"SINHCAFP3"	632	0	0	0
"ENSG00000167034"	"NKX3-1"	3271	18	65	16
"ENSG00000180053"	"NKX2-6"	906	0	1	0
"ENSG00000253471"	"AC012574.1"	252	0	0	0
"ENSG00000254002"	"AC012574.2"	443	0	0	0
"ENSG00000271118"	"AC012119.1"	222	0	0	0
"ENSG00000207027"	"RF00272"	149	0	0	0
"ENSG00000159167"	"STC1"	4149	0	177	874
"ENSG00000207201"	"RNU1-148P"	162	0	0	0
"ENSG00000253891"	"AC023202.1"	491	0	1	0
"ENSG00000042980"	"ADAM28"	9351	19295	23	386
"ENSG00000253535"	"AC120193.1"	1341	1	1	2
"ENSG00000134028"	"ADAMDEC1"	2438	6708	2	16
"ENSG00000069206"	"ADAM7"	4483	0	0	0
"ENSG00000253643"	"AC024958.1"	1240	0	0	0
"ENSG00000272163"	"AF106564.1"	2553	1	1	8
"ENSG00000104722"	"NEFM"	4381	3	123	49
"ENSG00000277586"	"NEFL"	4329	2	7	8
"ENSG00000283327"	"MIR6841"	72	0	0	0
"ENSG00000272157"	"AC107373.2"	490	0	0	0
"ENSG00000253832"	"AC107373.1"	603	0	0	0
"ENSG00000253670"	"AC073581.1"	575	0	0	0
"ENSG00000147459"	"DOCK5"	15960	1628	3119	3869
"ENSG00000284858"	"AC091185.2"	532	0	0	0
"ENSG00000274988"	"MIR6876"	73	0	0	0
"ENSG00000147437"	"GNRH1"	1762	25	89	34
"ENSG00000253476"	"AC091185.1"	528	3	13	5
"ENSG00000104756"	"KCTD9"	4383	423	559	500
"ENSG00000184661"	"CDCA2"	3908	81	72	73
"ENSG00000253100"	"AC009623.1"	1131	0	0	0
"ENSG00000253342"	"AC009623.2"	465	0	0	0
"ENSG00000285890"	"AC009623.3"	1382	0	0	0
"ENSG00000254178"	"AC090103.1"	485	0	0	0
"ENSG00000221818"	"EBF2"	7077	0	16	26
"ENSG00000199620"	"RNA5SP258"	119	0	0	0
"ENSG00000249213"	"AC079097.1"	1399	0	0	0
"ENSG00000221914"	"PPP2R2A"	7865	1189	1664	1674
"ENSG00000228451"	"SDAD1P1"	3987	29	46	140
"ENSG00000104765"	"BNIP3L"	4307	3444	4480	5823
"ENSG00000253430"	"AC011726.2"	508	1	4	5
"ENSG00000251203"	"AC011726.1"	669	0	0	0
"ENSG00000254362"	"AC011726.3"	568	2	2	4
"ENSG00000240694"	"PNMA2"	5579	18	271	711
"ENSG00000092964"	"DPYSL2"	7305	4743	3395	5789
"ENSG00000253208"	"AC015743.1"	795	0	1	1
"ENSG00000120907"	"ADRA1A"	5848	0	1	0
"ENSG00000240519"	"AC091675.1"	351	0	0	0
"ENSG00000253813"	"COX6B1P4"	484	0	0	0
"ENSG00000275115"	"AC067904.3"	261	0	0	0
"ENSG00000215288"	"AC067904.1"	1225	0	0	0
"ENSG00000221616"	"MIR548H4"	111	0	0	0
"ENSG00000253899"	"AC067904.2"	1283	0	1	0
"ENSG00000253903"	"AC090150.2"	815	0	0	0
"ENSG00000253888"	"AC090150.1"	585	0	0	0
"ENSG00000015592"	"STMN4"	3294	0	0	0
"ENSG00000104228"	"TRIM35"	4269	248	356	388
"ENSG00000120899"	"PTK2B"	7933	2092	1586	2084
"ENSG00000273836"	"MIR6842"	65	0	0	0
"ENSG00000120903"	"CHRNA2"	5062	1	0	0
"ENSG00000120915"	"EPHX2"	4473	235	179	403
"ENSG00000234770"	"GULOP"	748	0	0	0
"ENSG00000120885"	"CLU"	6616	181	16671	11123
"ENSG00000284280"	"MIR6843"	151	0	0	0
"ENSG00000168077"	"SCARA3"	4031	7	674	738
"ENSG00000222862"	"RNU6-1086P"	100	0	1	0
"ENSG00000253560"	"AC013643.1"	310	0	0	0
"ENSG00000279302"	"AC013643.3"	2596	0	8	9
"ENSG00000265075"	"MIR3622B"	95	0	0	0
"ENSG00000284351"	"MIR3622A"	83	0	0	0
"ENSG00000147419"	"CCDC25"	4415	1047	748	1064
"ENSG00000253875"	"AC013643.2"	584	0	8	3
"ENSG00000171320"	"ESCO2"	7973	155	31	61
"ENSG00000202242"	"RNU6-1276P"	104	0	0	0
"ENSG00000168078"	"PBK"	2165	20	64	150
"ENSG00000253176"	"AC104997.1"	717	0	0	0
"ENSG00000168079"	"SCARA5"	4435	0	0	0
"ENSG00000265847"	"MIR4287"	78	0	0	0
"ENSG00000253290"	"AC069113.1"	267	0	0	0
"ENSG00000253615"	"AC069113.3"	150	0	0	0
"ENSG00000253397"	"AC069113.2"	359	0	0	0
"ENSG00000189233"	"NUGGC"	3959	1	0	0
"ENSG00000134014"	"ELP3"	5390	1040	533	914
"ENSG00000250516"	"AC021678.1"	936	0	0	1
"ENSG00000253907"	"AC021678.3"	476	0	0	0
"ENSG00000253690"	"AC021678.2"	887	0	0	0
"ENSG00000239198"	"RPL5P22"	884	0	5	3
"ENSG00000168081"	"PNOC"	2126	22	0	0
"ENSG00000186918"	"ZNF395"	5819	16	1187	1759
"ENSG00000214050"	"FBXO16"	3972	6	53	139
"ENSG00000254370"	"AC025871.2"	511	0	4	10
"ENSG00000207361"	"RNU6-178P"	104	0	0	0
"ENSG00000253567"	"AC025871.1"	733	0	0	0
"ENSG00000104290"	"FZD3"	13787	46	155	258
"ENSG00000265251"	"MIR4288"	67	0	0	0
"ENSG00000202411"	"RNA5SP259"	109	0	0	0
"ENSG00000012232"	"EXTL3"	13220	603	515	562
"ENSG00000246339"	"EXTL3-AS1"	4261	3	7	20
"ENSG00000104299"	"INTS9"	4905	435	97	162
"ENSG00000254034"	"INTS9-AS1"	2625	0	0	0
"ENSG00000242958"	"AC040975.1"	316	0	0	0
"ENSG00000147421"	"HMBOX1"	6634	993	1317	1312
"ENSG00000273710"	"RF00017"	286	0	0	0
"ENSG00000259196"	"HMBOX1-IT1"	347	2	0	1
"ENSG00000200719"	"RNA5SP260"	111	0	0	0
"ENSG00000259366"	"AC108449.2"	552	105	153	211
"ENSG00000259607"	"AC108449.3"	585	0	0	0
"ENSG00000197892"	"KIF13B"	11112	921	235	373
"ENSG00000254129"	"AC108449.1"	694	1	0	3
"ENSG00000253770"	"HMGB1P23"	568	0	0	0
"ENSG00000120875"	"DUSP4"	7257	1184	999	203
"ENSG00000285601"	"AC084262.2"	3263	0	0	0
"ENSG00000260253"	"AC084262.1"	751	0	0	0
"ENSG00000253632"	"AC084026.2"	642	0	1	0
"ENSG00000253182"	"AC084026.1"	564	0	0	0
"ENSG00000280147"	"AC084026.3"	1426	0	0	0
"ENSG00000243844"	"RPL17P33"	554	0	0	1
"ENSG00000251191"	"LINC00589"	2074	0	4	1
"ENSG00000253490"	"LINC02099"	5541	2	0	0
"ENSG00000248964"	"AC131254.1"	2074	0	0	0
"ENSG00000254086"	"AC131254.3"	564	0	0	0
"ENSG00000253604"	"AC131254.2"	550	0	0	0
"ENSG00000253279"	"LINC02209"	2957	0	0	0
"ENSG00000264788"	"MIR3148"	77	0	0	0
"ENSG00000254013"	"MAP2K1P1"	1188	1	1	0
"ENSG00000239175"	"RNU6-1218P"	108	0	0	0
"ENSG00000133872"	"SARAF"	2990	7996	10862	14631
"ENSG00000272256"	"AC044849.1"	710	1	1	6
"ENSG00000104660"	"LEPROTL1"	5421	768	993	1427
"ENSG00000241511"	"RPS15AP24"	396	2	4	5
"ENSG00000177669"	"MBOAT4"	1512	0	0	1
"ENSG00000271869"	"AC026979.2"	403	6	6	6
"ENSG00000104671"	"DCTN6"	1984	440	461	640
"ENSG00000253708"	"AC026979.1"	583	0	0	0
"ENSG00000285669"	"AC026979.4"	4587	64	51	36
"ENSG00000272375"	"AC026979.3"	645	11	5	5
"ENSG00000248159"	"HSPA8P11"	1898	2	3	0
"ENSG00000254316"	"AC090820.1"	591	0	0	0
"ENSG00000253346"	"AC109329.1"	317	0	0	0
"ENSG00000254152"	"PPIAP84"	482	0	0	1
"ENSG00000127589"	"TUBBP1"	1646	13	8	9
"ENSG00000254109"	"RBPMS-AS1"	1171	0	17	20
"ENSG00000157110"	"RBPMS"	8931	15	1745	1770
"ENSG00000279041"	"AC102945.2"	1422	0	72	48
"ENSG00000197265"	"GTF2E2"	2595	905	1022	1065
"ENSG00000253112"	"AC102945.1"	407	1	1	0
"ENSG00000253457"	"SMIM18"	955	0	0	0
"ENSG00000254172"	"RNU5A-3P"	114	0	0	0
"ENSG00000104687"	"GSR"	3760	7794	1896	1709
"ENSG00000104691"	"UBXN8"	3217	288	199	277
"ENSG00000271081"	"AC009314.1"	304	1	1	0
"ENSG00000104695"	"PPP2CB"	4516	1531	2771	2661
"ENSG00000133863"	"TEX15"	11864	0	2	9
"ENSG00000253204"	"AC090281.1"	276	2	1	4
"ENSG00000253793"	"AC008066.1"	863	0	2	0
"ENSG00000172733"	"PURG"	3771	3	26	25
"ENSG00000165392"	"WRN"	5634	448	1030	1071
"ENSG00000253579"	"SUMO2P16"	264	0	0	0
"ENSG00000253961"	"AC009563.1"	758	0	0	0
"ENSG00000229211"	"KCTD9P6"	950	0	0	0
"ENSG00000253377"	"AC068672.2"	336	0	0	0
"ENSG00000254095"	"AC068672.3"	1228	0	0	0
"ENSG00000253275"	"AC068672.1"	328	0	0	0
"ENSG00000222468"	"RNA5SP261"	106	0	0	0
"ENSG00000157168"	"NRG1"	11328	7	163	46
"ENSG00000253974"	"NRG1-IT1"	1695	0	0	0
"ENSG00000252261"	"RNA5SP262"	126	0	0	0
"ENSG00000200246"	"RNA5SP263"	128	0	0	0
"ENSG00000254049"	"NRG1-IT3"	505	0	0	0
"ENSG00000212407"	"RNU6-663P"	106	0	0	0
"ENSG00000247134"	"AC090204.1"	765	331	242	370
"ENSG00000254346"	"MTND1P6"	946	0	0	0
"ENSG00000254090"	"MTND2P32"	1038	1	0	0
"ENSG00000253393"	"RANP9"	271	0	0	0
"ENSG00000253993"	"AC104027.1"	300	0	0	0
"ENSG00000252735"	"RNU6-528P"	100	0	0	0
"ENSG00000272338"	"AC067838.1"	577	23	23	31
"ENSG00000172728"	"FUT10"	5606	507	277	460
"ENSG00000254061"	"AC091144.2"	433	3	0	1
"ENSG00000129696"	"TTI2"	4222	274	132	195
"ENSG00000198042"	"MAK16"	4846	672	889	782
"ENSG00000239039"	"SNORD13"	104	8	4	4
"ENSG00000253232"	"AC091144.1"	138	1	0	0
"ENSG00000252505"	"RF00156"	98	0	0	0
"ENSG00000253995"	"RPL10P18"	309	0	0	0
"ENSG00000133874"	"RNF122"	1868	376	95	96
"ENSG00000240189"	"RN7SL621P"	299	0	0	0
"ENSG00000133878"	"DUSP26"	2052	0	11	12
"ENSG00000253642"	"AF279873.3"	1418	0	0	0
"ENSG00000253684"	"BUD31P1"	359	0	0	0
"ENSG00000263794"	"RN7SL457P"	287	0	0	0
"ENSG00000253569"	"VENTXP5"	775	0	0	0
"ENSG00000240738"	"AF279873.2"	744	0	0	0
"ENSG00000188512"	"AF279873.1"	313	1	1	2
"ENSG00000254194"	"AF279873.4"	511	0	0	0
"ENSG00000254302"	"AC087855.2"	537	0	0	0
"ENSG00000253108"	"AC090993.1"	582	0	0	0
"ENSG00000254033"	"AC087855.1"	430	0	0	0
"ENSG00000215264"	"RPL10AP3"	651	0	1	0
"ENSG00000254344"	"LINC01288"	1178	0	0	0
"ENSG00000243181"	"AC087343.1"	475	25	18	16
"ENSG00000156687"	"UNC5D"	10816	7	48	82
"ENSG00000279099"	"AC090740.1"	2262	0	0	0
"ENSG00000232024"	"LSM12P1"	588	9	8	8
"ENSG00000253452"	"AC100818.1"	777	0	0	0
"ENSG00000253524"	"AC124290.1"	442	0	0	0
"ENSG00000254309"	"AC124290.2"	286	0	0	0
"ENSG00000253504"	"MTCYBP19"	1124	0	0	0
"ENSG00000254384"	"MTND6P19"	524	0	0	0
"ENSG00000253685"	"MTND5P41"	206	0	0	0
"ENSG00000253610"	"AP006245.1"	120	0	0	0
"ENSG00000206871"	"RNU6-533P"	107	0	0	0
"ENSG00000254320"	"AP006245.2"	300	0	0	0
"ENSG00000253363"	"AC090809.1"	673	0	0	0
"ENSG00000244708"	"RPL23P10"	412	0	0	0
"ENSG00000199985"	"RNA5SP264"	107	0	0	0
"ENSG00000215262"	"KCNU1"	3969	0	0	0
"ENSG00000274489"	"AC124076.1"	608	0	0	0
"ENSG00000219491"	"TPT1P8"	555	0	0	0
"ENSG00000243503"	"AC090453.1"	436	0	0	0
"ENSG00000254038"	"AC092818.1"	639	0	2	1
"ENSG00000253650"	"SMARCE1P4"	241	0	0	0
"ENSG00000253123"	"AC091182.1"	4239	1	0	0
"ENSG00000253746"	"AC091182.2"	578	0	2	2
"ENSG00000253161"	"LINC01605"	1522	0	11	5
"ENSG00000253388"	"AC124067.1"	169	0	0	0
"ENSG00000253414"	"AC124067.2"	510	1	2	6
"ENSG00000254111"	"AC124067.3"	847	0	0	0
"ENSG00000254290"	"AC124067.4"	2379	0	0	0
"ENSG00000254306"	"AC137579.2"	551	0	0	0
"ENSG00000253344"	"AC137579.1"	836	0	0	0
"ENSG00000223215"	"RNU6-607P"	108	0	0	0
"ENSG00000183779"	"ZNF703"	3349	368	695	408
"ENSG00000253181"	"AC138356.3"	1228	0	0	0
"ENSG00000183154"	"AC138356.1"	2086	28	1	4
"ENSG00000147475"	"ERLIN2"	9415	1117	1537	3023
"ENSG00000233170"	"AC138356.2"	667	1	0	0
"ENSG00000147471"	"PLPBP"	3428	783	762	1266
"ENSG00000020181"	"ADGRA2"	7061	63	4749	6372
"ENSG00000104221"	"BRF2"	2760	130	308	402
"ENSG00000156675"	"RAB11FIP1"	9602	2092	3264	4243
"ENSG00000280064"	"AC130304.1"	2385	14	17	24
"ENSG00000241032"	"RN7SL709P"	300	0	0	1
"ENSG00000169154"	"GOT1L1"	1589	0	0	0
"ENSG00000285880"	"AC144573.1"	1565	0	0	0
"ENSG00000188778"	"ADRB3"	3241	0	2	11
"ENSG00000270865"	"RPL12P48"	304	0	0	0
"ENSG00000187840"	"EIF4EBP1"	1073	771	943	977
"ENSG00000260949"	"AP006545.1"	911	7	33	39
"ENSG00000272128"	"AP006545.2"	461	0	2	2
"ENSG00000129691"	"ASH2L"	5910	1056	1030	1523
"ENSG00000253437"	"RNU6-988P"	107	1	0	0
"ENSG00000240015"	"AC084024.1"	621	3	1	0
"ENSG00000147465"	"STAR"	3767	0	6	21
"ENSG00000253356"	"AC084024.3"	562	5	19	6
"ENSG00000175324"	"LSM1"	1690	715	943	718
"ENSG00000253739"	"RNU6-323P"	107	0	1	1
"ENSG00000156735"	"BAG4"	4809	664	964	763
"ENSG00000248585"	"AC084024.2"	791	0	0	0
"ENSG00000285632"	"AC084024.4"	1039	1	0	0
"ENSG00000085788"	"DDHD2"	10686	987	1171	1790
"ENSG00000147535"	"PLPP5"	4102	328	1543	2320
"ENSG00000147548"	"NSD3"	15252	2031	4749	4457
"ENSG00000255487"	"AC087362.2"	256	1	1	5
"ENSG00000254898"	"AC087362.1"	434	0	1	3
"ENSG00000272092"	"AC087623.2"	1098	4	0	6
"ENSG00000165046"	"LETM2"	6114	15	51	41
"ENSG00000077782"	"FGFR1"	13842	44	3797	3944
"ENSG00000272159"	"AC087623.3"	695	0	19	5
"ENSG00000255201"	"AC087623.1"	534	0	0	2
"ENSG00000239218"	"RPS20P22"	1318	1	32	30
"ENSG00000196166"	"C8orf86"	2762	0	0	0
"ENSG00000253361"	"AC069120.1"	2145	0	5	7
"ENSG00000253570"	"RNF5P1"	540	15	9	6
"ENSG00000254321"	"AC016813.1"	735	0	0	0
"ENSG00000147526"	"TACC1"	12609	6047	2216	2828
"ENSG00000207258"	"RF00019"	112	0	0	0
"ENSG00000253586"	"AC067817.1"	356	1	2	1
"ENSG00000253829"	"AC067817.2"	387	0	1	0
"ENSG00000169499"	"PLEKHA2"	6325	6276	749	1567
"ENSG00000253645"	"AC108863.1"	650	8	0	3
"ENSG00000169495"	"HTRA4"	2095	2561	7	15
"ENSG00000169490"	"TM2D2"	4459	1421	682	1124
"ENSG00000168615"	"ADAM9"	6913	6655	8285	12357
"ENSG00000207199"	"RF00212"	69	0	0	0
"ENSG00000197140"	"ADAM32"	10044	2	143	34
"ENSG00000243095"	"RPL3P10"	1164	1	0	1
"ENSG00000253160"	"AC105185.1"	535	0	0	0
"ENSG00000196115"	"ADAM5"	2852	2	0	0
"ENSG00000197475"	"ADAM3A"	2999	0	0	2
"ENSG00000254067"	"AC123767.1"	2023	0	0	0
"ENSG00000168619"	"ADAM18"	3825	0	1	1
"ENSG00000104755"	"ADAM2"	2905	0	1	5
"ENSG00000253332"	"AP005902.2"	307	0	0	0
"ENSG00000253233"	"AP005902.1"	186	0	0	0
"ENSG00000131203"	"IDO1"	3261	122	0	2
"ENSG00000253939"	"AC007991.3"	502	0	0	0
"ENSG00000253838"	"AC007991.2"	102	0	0	0
"ENSG00000254287"	"AC007991.4"	605	0	0	0
"ENSG00000188676"	"IDO2"	4444	2	0	0
"ENSG00000253790"	"AC007991.1"	631	0	0	0
"ENSG00000253381"	"AC087518.1"	187	0	0	0
"ENSG00000253665"	"AC022733.1"	739	0	0	0
"ENSG00000176907"	"TCIM"	1854	0	160	26
"ENSG00000254143"	"AC022733.2"	531	0	0	0
"ENSG00000253802"	"SIRLNT"	1583	0	0	0
"ENSG00000253354"	"AC105999.1"	473	0	0	0
"ENSG00000272479"	"AC010857.1"	594	0	1	3
"ENSG00000165061"	"ZMAT4"	3691	0	77	224
"ENSG00000254383"	"AC048387.1"	494	0	0	0
"ENSG00000206867"	"RNU6-356P"	107	0	0	0
"ENSG00000104332"	"SFRP1"	4761	9	3552	1419
"ENSG00000263372"	"MIR548AO"	96	0	0	0
"ENSG00000239281"	"RPS29P2"	136	0	0	0
"ENSG00000253509"	"AC104393.1"	255	0	1	0
"ENSG00000206852"	"RNU6-895P"	103	0	0	0
"ENSG00000238936"	"SNORD65B"	73	0	0	0
"ENSG00000253396"	"AC016868.1"	523	0	0	0
"ENSG00000147533"	"GOLGA7"	2474	1151	1730	1495
"ENSG00000253943"	"KRT18P37"	1282	0	1	0
"ENSG00000147536"	"GINS4"	5475	235	67	113
"ENSG00000253133"	"AC009630.1"	559	1	1	3
"ENSG00000253174"	"AC009630.2"	1189	1	0	0
"ENSG00000158669"	"GPAT4"	7939	1740	1467	1799
"ENSG00000264578"	"AC009630.3"	729	9	6	5
"ENSG00000165066"	"NKX6-3"	2412	0	0	0
"ENSG00000029534"	"ANK1"	10797	2	19	10
"ENSG00000274705"	"MIR486-1"	68	0	0	0
"ENSG00000283450"	"MIR486-2"	64	0	0	0
"ENSG00000253389"	"AC113133.1"	1374	6	0	3
"ENSG00000207101"	"RF00019"	102	0	0	0
"ENSG00000260588"	"AC027702.1"	1770	8	1	0
"ENSG00000241834"	"RN7SL149P"	281	0	0	0
"ENSG00000083168"	"KAT6A"	24175	1819	3046	3865
"ENSG00000238966"	"RF01169"	72	1	0	2
"ENSG00000244235"	"AC103724.1"	519	0	0	0
"ENSG00000253135"	"AC103724.2"	476	0	0	0
"ENSG00000271938"	"AC103724.4"	292	1	1	0
"ENSG00000261449"	"AC103724.3"	992	0	0	0
"ENSG00000070718"	"AP3M2"	6276	324	304	661
"ENSG00000104368"	"PLAT"	6618	34	1083	1843
"ENSG00000253408"	"AC083973.1"	1762	0	0	2
"ENSG00000104365"	"IKBKB"	11241	1614	289	597
"ENSG00000070501"	"POLB"	4106	1186	207	317
"ENSG00000240395"	"RPL5P23"	868	4	5	8
